token,dep,head
effect,conj,force
unless,mark,provide
the,det,Contractor
"
",dep,Contractor
Contractor,nsubj,provide
shall,aux,provide
provide,advcl,be
and,cc,provide
maintain,conj,provide
coverage,dobj,maintain
during,prep,maintain
the,det,life
"
",dep,life
life,pobj,during
of,prep,life
this,det,contract
contract,pobj,of
for,prep,maintain
the,det,benefit
benefit,pobj,for
of,prep,benefit
such,amod,employees
employees,pobj,of
as,mark,"
"
are,auxpass,"
"
"
",dep,maintain
required,advcl,maintain
to,aux,covered
be,auxpass,covered
covered,xcomp,required
by,agent,covered
the,det,provisions
provisions,pobj,by
of,prep,provisions
the,det,Workers
Workers,poss,Law
',case,Workers
"
",dep,Law
Compensation,compound,Law
Law,pobj,of
.,punct,be
"

",dep,be
5,punct,be
.,punct,be
NON,amod,REQUIREMENTS
-,amod,REQUIREMENTS
DISCRIMINATION,amod,REQUIREMENTS
REQUIREMENTS,attr,be
.,punct,be
‘,punct,discriminate
To,prep,discriminate
the,det,extent
"

",dep,extent
extent,pobj,To
required,acl,extent
by,agent,required
Article,pobj,by
15,nummod,Article
of,prep,Article
the,det,Law
Executive,compound,Law
Law,pobj,of
(,punct,known
also,advmod,known
"
",dep,known
known,parataxis,Law
as,prep,known
the,det,Law
Human,compound,Rights
Rights,compound,Law
Law,pobj,as
),punct,known
and,cc,Article
all,det,provisions
other,amod,provisions
State,npadvmod,discrimination
and,cc,State
"
",dep,State
Federal,conj,State
statutory,amod,discrimination
and,cc,statutory
constitutional,conj,statutory
non,amod,-
-,conj,statutory
discrimination,amod,provisions
"
",dep,provisions
provisions,conj,Article
",",punct,discriminate
the,det,Contractor
Contractor,nsubj,discriminate
will,aux,discriminate
not,neg,discriminate
discriminate,ROOT,discriminate
against,prep,discriminate
any,det,employee
"
",dep,employee
employee,pobj,against
or,cc,employee
applicant,conj,employee
for,prep,discriminate
employment,pobj,for
",",punct,discriminate
nor,cc,discriminate
subject,conj,discriminate
any,det,individual
"
",dep,individual
individual,dobj,subject
to,prep,subject
harassment,pobj,to
",",punct,subject
because,prep,subject
of,pcomp,because
age,pobj,because
",",punct,age
race,conj,age
",",punct,race
creed,conj,race
",",punct,creed
color,conj,creed
",",punct,color
"
",dep,origin
national,amod,origin
origin,conj,color
",",punct,origin
sexual,amod,orientation
orientation,conj,origin
",",punct,orientation
gender,compound,identity
identity,conj,orientation
or,cc,identity
"
",dep,expression
expression,conj,identity
",",punct,identity
military,amod,status
status,conj,identity
",",punct,status
sex,conj,status
",",punct,sex
disability,conj,sex
",",punct,disability
predisposing,amod,characteristics
"
",dep,characteristics
genetic,amod,characteristics
characteristics,conj,disability
",",punct,characteristics
familial,amod,status
status,conj,characteristics
",",punct,status
marital,amod,status
status,conj,status
",",punct,status
or,cc,status
"
",dep,status
domestic,amod,violence
violence,compound,victim
victim,compound,status
status,conj,status
or,cc,subject
because,mark,opposed
the,det,individual
individual,nsubj,opposed
"
",dep,individual
has,aux,opposed
opposed,conj,subject
any,det,practices
practices,dobj,opposed
forbidden,acl,practices
under,prep,forbidden
the,det,Law
Human,compound,Rights
"
",dep,Rights
Rights,compound,Law
Law,pobj,under
or,cc,opposed
has,aux,filed
filed,conj,opposed
a,det,complaint
complaint,dobj,filed
",",punct,filed
testified,conj,filed
",",punct,testified
or,cc,testified
assisted,conj,testified
in,prep,assisted
"
",dep,in
any,pobj,in
proceeding,acl,any
under,prep,proceeding
the,det,Law
Human,compound,Rights
Rights,compound,Law
Law,pobj,under
.,punct,discriminate
"
",dep,agrees
Furthermore,advmod,agrees
",",punct,agrees
in,prep,agrees
accordance,pobj,in
with,prep,accordance
Section,pobj,with
220,nummod,Section
-,punct,Section
e,nummod,Section
of,prep,Section
the,det,Law
"
",dep,Law
Labor,compound,Law
Law,pobj,of
",",punct,agrees
if,mark,is
this,nsubj,is
is,advcl,agrees
a,det,contract
contract,attr,is
for,prep,contract
the,det,construction
construction,pobj,for
",",punct,for
"
",dep,alteration
alteration,pobj,for
or,cc,alteration
repair,conj,alteration
of,prep,for
any,det,building
public,amod,building
building,pobj,of
or,cc,building
public,amod,work
work,conj,building
"
",dep,is
or,dep,is
for,conj,is
the,det,manufacture
manufacture,pobj,for
",",punct,manufacture
sale,conj,manufacture
or,cc,sale
distribution,conj,sale
of,prep,manufacture
materials,pobj,of
",",punct,materials
"
",dep,equipment
equipment,conj,materials
or,cc,equipment
supplies,conj,equipment
",",punct,for
and,cc,for
to,conj,for
the,det,extent
extent,pobj,to
that,mark,performed
this,det,contract
contract,nsubj,"
"
"
",dep,performed
shall,aux,performed
be,auxpass,performed
performed,acl,extent
within,prep,performed
the,det,State
State,pobj,within
of,prep,State
New,compound,York
York,pobj,of
",",punct,agrees
"
",dep,agrees
Contractor,nsubj,agrees
agrees,ROOT,agrees
that,mark,discriminate
neither,preconj,it
it,nsubj,discriminate
nor,cc,it
its,poss,subcontractors
subcontractors,conj,it
"
",dep,discriminate
shall,aux,discriminate
",",punct,discriminate
by,prep,discriminate
reason,pobj,by
of,prep,reason
race,pobj,of
",",punct,race
creed,conj,race
",",punct,creed
color,conj,creed
",",punct,color
disability,conj,color
",",punct,disability
sex,conj,disability
",",punct,sex
or,cc,sex
"
",dep,origin
national,amod,origin
origin,conj,sex
:,punct,discriminate
(,punct,a
a,meta,discriminate
),punct,a
discriminate,ccomp,agrees
in,prep,discriminate
hiring,pcomp,in
against,prep,hiring
any,det,citizen
New,compound,State
"
",dep,State
York,compound,State
State,compound,citizen
citizen,pobj,against
who,nsubj,is
is,relcl,citizen
qualified,acomp,is
and,cc,qualified
available,conj,qualified
to,aux,perform
perform,xcomp,available
"
",dep,perform
the,det,work
work,dobj,perform
;,punct,discriminate
or,cc,discriminate
(,punct,b
b,meta,discriminate
),punct,b
discriminate,conj,discriminate
against,prep,discriminate
or,cc,discriminate
intimidate,conj,discriminate
any,det,employee
"
",dep,employee
employee,dobj,intimidate
hired,acl,employee
for,prep,hired
the,det,performance
performance,pobj,for
of,prep,performance
work,pobj,of
under,prep,performance
this,det,contract
"
",dep,contract
contract,pobj,under
.,punct,agrees
If,mark,is
this,nsubj,is
is,advcl,agrees
a,det,contract
building,compound,service
service,compound,contract
contract,attr,is
as,mark,defined
defined,advcl,is
in,prep,defined
"
",dep,Section
Section,pobj,in
230,nummod,Section
of,prep,Section
the,det,Law
Labor,compound,Law
Law,pobj,of
",",punct,agrees
then,advmod,agrees
",",punct,agrees
in,prep,agrees
accordance,pobj,in
with,prep,accordance
"
",dep,Section
Section,pobj,with
239,nummod,Section
thereof,nummod,Section
",",punct,agrees
Contractor,nsubj,agrees
agrees,ROOT,agrees
that,mark,discriminate
neither,preconj,it
it,nsubj,discriminate
nor,cc,it
"
",dep,subcontractors
its,poss,subcontractors
subcontractors,conj,it
shall,aux,discriminate
by,prep,discriminate
reason,pobj,by
of,prep,reason
race,pobj,of
",",punct,race
creed,conj,race
",",punct,creed
color,conj,creed
",",punct,color
"
",dep,origin
national,amod,origin
origin,conj,color
",",punct,origin
age,conj,origin
",",punct,age
sex,conj,age
or,cc,sex
disability,conj,sex
:,punct,discriminate
(,punct,a
a,meta,discriminate
),punct,a
discriminate,ccomp,agrees
in,prep,discriminate
"
",dep,in
hiring,pobj,in
against,prep,discriminate
any,det,citizen
New,compound,York
York,compound,State
State,compound,citizen
citizen,pobj,against
who,nsubj,is
is,relcl,citizen
qualified,acomp,is
"
",dep,qualified
and,cc,qualified
available,conj,qualified
to,aux,perform
perform,xcomp,available
the,det,work
work,dobj,perform
;,punct,discriminate
or,cc,discriminate
(,punct,b
b,meta,discriminate
),punct,b
discriminate,conj,discriminate
"
",dep,discriminate
against,prep,discriminate
or,cc,discriminate
intimidate,conj,discriminate
any,det,employee
employee,dobj,intimidate
hired,acl,employee
for,prep,hired
the,det,"
"
"
",dep,for
performance,pobj,for
of,prep,performance
work,pobj,of
under,prep,performance
this,det,contract
contract,pobj,under
.,punct,agrees
Contractor,nsubj,is
is,ROOT,is
"
",dep,is
subject,acomp,is
to,prep,subject
fines,pobj,to
of,prep,fines
$,nmod,50.00
50.00,pobj,of
per,prep,50.00
person,pobj,per
per,prep,50.00
day,pobj,per
for,prep,fines
any,det,"
"
"
",dep,for
violation,pobj,for
of,prep,violation
Section,pobj,of
220,nummod,Section
-,punct,Section
e,appos,Section
or,cc,Section
Section,conj,Section
239,nummod,Section
as,advmod,as
well,advmod,as
as,cc,violation
"
",dep,termination
possible,amod,termination
termination,conj,violation
of,prep,termination
this,det,contract
contract,pobj,of
and,cc,termination
forfeiture,conj,termination
of,prep,forfeiture
all,det,"
"
"
",dep,moneys
moneys,pobj,of
due,amod,moneys
hereunder,advmod,due
for,prep,due
a,det,violation
second,amod,"
"
or,cc,second
subsequent,conj,second
"
",dep,violation
violation,pobj,for
.,punct,is
"

",dep,PROVISIONS
6,meta,PROVISIONS
.,meta,PROVISIONS
WAGE,nmod,PROVISIONS
AND,cc,WAGE
HOURS,conj,WAGE
PROVISIONS,ROOT,PROVISIONS
.,punct,PROVISIONS
If,mark,is
this,nsubj,is
is,advcl,required
a,det,contract
public,amod,contract
"
",dep,contract
work,compound,contract
contract,attr,is
covered,acl,contract
by,agent,covered
Article,pobj,by
8,nummod,Article
of,prep,Article
the,det,Law
Labor,compound,Law
Law,pobj,of
or,cc,Article
a,det,contract
"


",dep,Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_13
#,punct,Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_13
#,punct,Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_13
Services_Agreement_-_Datakind_-_JJC_-_2022.02.15_AF_JD_Redacted_page_13,nmod,contract
"
",dep,contract
building,compound,contract
service,compound,contract
contract,conj,Article
covered,acl,contract
by,agent,covered
Article,pobj,by
9,nummod,Article
thereof,advmod,Article
",",punct,required
"
",dep,required
neither,preconj,required
Contractor,poss,employees
's,case,Contractor
employees,nsubjpass,required
nor,cc,employees
the,det,employees
employees,conj,employees
of,prep,employees
its,poss,subcontractors
"
",dep,subcontractors
subcontractors,pobj,of
may,aux,required
be,auxpass,required
required,ROOT,required
or,cc,required
permitted,conj,required
to,aux,work
work,xcomp,permitted
"
",dep,work
more,dobj,work
than,prep,more
the,det,number
number,pobj,than
of,prep,number
hours,pobj,of
or,cc,hours
days,conj,hours
stated,acl,number
in,prep,stated
said,amod,statutes
"
",dep,statutes
statutes,pobj,in
",",punct,work
except,conj,work
as,mark,provided
otherwise,advmod,provided
provided,advcl,except
in,prep,provided
the,det,Law
Labor,compound,Law
Law,pobj,in
"
",dep,permitted
and,cc,permitted
as,mark,set
set,conj,permitted
forth,prt,set
in,prep,set
prevailing,amod,wage
wage,nmod,"
"
and,cc,wage
supplement,conj,wage
"
",dep,schedules
schedules,pobj,in
issued,acl,schedules
by,agent,issued
the,det,Department
State,compound,Department
Labor,compound,Department
Department,pobj,by
.,punct,required
"
",dep,pay
Furthermore,advmod,pay
",",punct,pay
Contractor,nsubj,pay
and,cc,Contractor
its,poss,subcontractors
subcontractors,conj,Contractor
must,aux,pay
pay,ROOT,pay
"
",dep,pay
at,advmod,least
least,advmod,rate
the,det,rate
prevailing,amod,rate
wage,compound,rate
rate,dobj,pay
and,cc,rate
pay,conj,rate
or,cc,pay
provide,conj,pay
the,det,supplements
"
",dep,supplements
prevailing,amod,supplements
supplements,dobj,provide
",",punct,supplements
including,prep,supplements
the,det,rates
premium,compound,rates
rates,pobj,including
for,prep,rates
"
",dep,pay
overtime,amod,pay
pay,pobj,for
",",punct,supplements
as,mark,determined
determined,advcl,provide
by,agent,determined
the,det,Department
State,compound,Department
Labor,compound,Department
"
",dep,Department
Department,pobj,by
in,prep,determined
accordance,pobj,in
with,prep,accordance
the,det,Law
Labor,compound,Law
Law,pobj,with
.,punct,pay
"
",dep,pay
Additionally,advmod,understands
",",punct,understands
effective,amod,understands
April,npadvmod,effective
28,nummod,April
",",punct,April
2008,nummod,April
",",punct,understands
if,mark,is
this,nsubj,is
is,advcl,understands
a,det,contract
public,amod,contract
"
",dep,contract
work,compound,contract
contract,attr,is
covered,acl,contract
by,agent,covered
Article,pobj,by
8,nummod,Article
of,prep,Article
the,det,Law
Labor,compound,Law
Law,pobj,of
",",punct,understands
the,det,Contractor
"
",dep,Contractor
Contractor,nsubj,understands
understands,ROOT,understands
and,cc,understands
agrees,conj,understands
that,mark,be
the,det,filing
filing,nsubj,be
of,prep,filing
"
",dep,of
payrolls,pobj,of
in,prep,filing
a,det,manner
manner,pobj,in
consistent,amod,manner
with,prep,consistent
Subdivision,nsubj,be
3,nummod,Subdivision
-,punct,Subdivision
a,nummod,Subdivision
of,prep,Subdivision
"
",dep,Section
Section,pobj,of
220,nummod,Section
of,prep,Section
the,det,Law
Labor,compound,Law
Law,pobj,of
shall,aux,be
be,ccomp,agrees
a,det,condition
condition,attr,be
"
",dep,agrees
precedent,ccomp,agrees
to,prep,precedent
payment,pobj,to
by,prep,payment
the,det,State
State,pobj,by
of,prep,payment
any,det,"
"
State,npadvmod,approved
approved,amod,"
"
"
",dep,sums
sums,pobj,of
due,amod,sums
and,cc,due
owing,conj,due
for,prep,owing
work,pobj,for
done,acl,work
upon,prep,done
the,det,project
project,pobj,upon
.,punct,understands
"

",dep,CERTIFICATION
7,meta,CERTIFICATION
.,punct,7
NON,amod,CERTIFICATION
-,amod,CERTIFICATION
COLLUSIVE,amod,BIDDING
BIDDING,compound,CERTIFICATION
CERTIFICATION,ROOT,CERTIFICATION
.,punct,CERTIFICATION
In,prep,affirms
"
",dep,In
accordance,pobj,In
with,prep,accordance
Section,pobj,with
139,nummod,Section
-,punct,Section
d,nummod,Section
of,prep,Section
the,det,Law
State,compound,Law
Finance,compound,Law
Law,pobj,of
",",punct,affirms
if,mark,awarded
"
",dep,awarded
this,det,contract
contract,nsubjpass,awarded
was,auxpass,awarded
awarded,advcl,affirms
based,prep,awarded
upon,prep,based
the,det,submission
submission,pobj,upon
of,prep,submission
"
",dep,bids
bids,pobj,of
",",punct,affirms
Contractor,nsubj,affirms
affirms,ROOT,affirms
",",punct,affirms
under,prep,affirms
penalty,pobj,under
of,prep,penalty
perjury,pobj,of
",",punct,affirms
that,mark,arrived
its,poss,"
"
"
",dep,arrived
bid,nsubjpass,arrived
was,auxpass,arrived
arrived,ccomp,affirms
at,prep,arrived
independently,advmod,without
and,cc,without
without,prep,arrived
collusion,pobj,without
"
",dep,aimed
aimed,advcl,arrived
at,prep,aimed
restricting,pcomp,at
competition,dobj,restricting
.,punct,affirms
Contractor,nsubj,"
"
further,advmod,"
"
"
",dep,affirms
affirms,ROOT,affirms
that,mark,executed
",",punct,executed
at,prep,executed
the,det,time
time,pobj,at
Contractor,nsubj,submitted
submitted,relcl,time
its,poss,bid
bid,dobj,submitted
",",punct,executed
an,det,person
"
",dep,person
authorized,amod,person
and,cc,authorized
responsible,conj,authorized
person,nsubj,executed
executed,ccomp,affirms
and,cc,executed
delivered,conj,executed
"
",dep,delivered
to,prep,delivered
the,det,State
State,pobj,to
a,det,certification
non,amod,certification
-,amod,certification
collusive,amod,certification
bidding,compound,certification
certification,dobj,delivered
on,prep,delivered
"
",dep,Contractor
Contractor,poss,behalf
's,case,Contractor
behalf,pobj,on
.,punct,affirms
"

",dep,"

"
8,punct,"

"
.,punct,8
INTERNATIONAL,amod,BOYCOTT
BOYCOTT,compound,PROHIBITION
PROHIBITION,ROOT,PROHIBITION
.,punct,PROHIBITION
In,prep,exceeds
"
",dep,In
accordance,pobj,In
with,prep,accordance
Section,pobj,with
220,nummod,Section
-,punct,Section
f,nummod,Section
of,prep,f
the,det,Law
Labor,compound,Law
Law,pobj,of
and,cc,Section
"
",dep,Section
Section,conj,Section
139,nummod,Section
-,punct,Section
h,nummod,Section
of,prep,Section
the,det,Law
State,compound,Law
Finance,compound,Law
Law,pobj,of
",",punct,exceeds
if,mark,"
"
this,det,contract
contract,nsubj,"
"
"
",dep,exceeds
exceeds,advcl,agrees
$,nmod,"5,000"
"5,000",dobj,exceeds
",",punct,agrees
the,det,Contractor
Contractor,nsubj,agrees
agrees,ROOT,agrees
",",punct,agrees
as,prep,agrees
a,det,condition
material,amod,"
"
"
",dep,condition
condition,pobj,as
of,prep,condition
the,det,contract
contract,pobj,of
",",punct,agrees
that,mark,participated
neither,preconj,Contractor
the,det,Contractor
Contractor,nsubj,participated
nor,cc,Contractor
"
",dep,person
any,det,person
substantially,advmod,owned
owned,amod,person
or,cc,owned
affiliated,conj,owned
person,conj,Contractor
",",punct,person
firm,conj,person
",",punct,firm
"
",dep,partnership
partnership,conj,firm
or,cc,partnership
corporation,conj,partnership
has,aux,participated
_,punct,participated
participated,ccomp,agrees
",",punct,participated
is,aux,participating
"
",dep,participating
participating,conj,participated
",",punct,participating
or,cc,participating
shall,aux,participate
participate,conj,participating
in,prep,participate
an,det,boycott
international,amod,boycott
"
",dep,boycott
boycott,pobj,in
in,prep,boycott
violation,pobj,in
of,prep,violation
the,det,Act
federal,amod,Act
Export,nmod,Administration
Administration,nmod,Act
"
",dep,Administration
Act,pobj,of
of,prep,Act
1979,pobj,of
(,punct,Act
50,nummod,App
USC,compound,App
App,appos,Act
.,compound,Sections
Sections,appos,Act
2401,nummod,Sections
et,nmod,seq
seq,nummod,Sections
.,punct,Act
),punct,Act
or,cc,Act
"
",dep,regulations
regulations,conj,Act
thereunder,advmod,regulations
.,punct,agrees
If,mark,convicted
such,amod,Contractor
Contractor,nsubjpass,convicted
",",punct,Contractor
or,cc,Contractor
any,conj,Contractor
of,prep,any
the,det,affiliates
"
",dep,affiliates
aforesaid,amod,affiliates
affiliates,pobj,of
of,prep,affiliates
Contractor,pobj,of
",",punct,any
is,auxpass,convicted
convicted,advcl,rendered
or,cc,convicted
is,auxpass,found
"
",dep,found
otherwise,advmod,found
found,conj,convicted
to,aux,violated
have,aux,violated
violated,xcomp,found
said,amod,laws
laws,dobj,violated
or,cc,laws
regulations,conj,laws
"
",dep,convicted
upon,prep,convicted
the,det,determination
final,amod,determination
determination,pobj,upon
of,prep,determination
the,det,Department
United,compound,States
States,nmod,Department
"
",dep,Department
Commerce,compound,Department
Department,pobj,of
or,cc,Department
any,det,agency
other,amod,agency
appropriate,amod,agency
agency,conj,Department
of,prep,agency
"
",dep,of
the,det,States
United,compound,States
States,pobj,of
subsequent,amod,determination
to,prep,subsequent
the,det,contract
contract,poss,execution
's,case,contract
execution,pobj,to
",",punct,rendered
"
",dep,contract
such,amod,contract
contract,nsubjpass,"
"
",",punct,contract
amendment,conj,contract
or,cc,amendment
modification,conj,amendment
thereto,advmod,modification
shall,aux,"
"
be,auxpass,"
"
"
",dep,rendered
rendered,ROOT,rendered
forfeit,oprd,rendered
and,cc,forfeit
void,conj,forfeit
.,punct,rendered
The,det,Contractor
Contractor,nsubj,notify
shall,aux,notify
so,advmod,notify
notify,ROOT,notify
"
",dep,notify
the,det,Comptroller
State,compound,Comptroller
Comptroller,dobj,notify
within,prep,notify
five,nummod,days
(,punct,days
5,nummod,days
),punct,days
business,compound,days
days,pobj,within
of,prep,days
such,amod,conviction
"
",dep,conviction
conviction,pobj,of
",",punct,conviction
determination,conj,conviction
or,cc,determination
disposition,conj,determination
of,prep,disposition
appeal,pobj,of
(,punct,conviction
2,punct,notify
"
",dep,notify
NYCRR,compound,§
§,pobj,"
"
105.4,nummod,§
),punct,"
"
.,punct,notify
"

",dep,RIGHTS
9,meta,RIGHTS
.,meta,RIGHTS
SET,amod,RIGHTS
-,punct,SET
OFF,prt,SET
RIGHTS,ROOT,RIGHTS
.,punct,RIGHTS
The,det,State
State,nsubj,have
shall,aux,have
have,ROOT,have
all,dobj,have
of,prep,all
its,poss,rights
common,amod,law
"
",dep,law
law,nmod,rights
",",punct,law
equitable,conj,law
and,cc,equitable
statutory,conj,equitable
rights,pobj,of
of,prep,rights
set,pobj,of
-,punct,set
off,prt,set
.,punct,have
These,det,rights
rights,nsubj,include
"

",dep,rights
CUNY,compound,ICA
ICA,compound,Appendix
-,punct,ICA
NYS,compound,Appendix
Appendix,dobj,"

"
-,punct,Appendix
October,npadvmod,Appendix
2019,nummod,October
8,nummod,October
"

",dep,rights
shall,aux,include
include,ROOT,include
",",punct,include
but,cc,include
not,neg,limited
be,auxpass,limited
limited,conj,include
to,prep,limited
",",punct,limited
the,det,State
State,poss,option
's,case,State
option,dobj,limited
to,aux,withhold
"
",dep,withhold
withhold,acl,option
for,prep,withhold
the,det,purposes
purposes,pobj,for
of,prep,purposes
set,pcomp,of
-,punct,set
off,prt,set
any,det,moneys
moneys,pobj,for
due,amod,moneys
to,prep,due
the,det,Contractor
"
",dep,Contractor
Contractor,pobj,to
under,prep,Contractor
this,det,contract
contract,pobj,under
up,prep,withhold
to,prep,up
any,det,amounts
amounts,pobj,to
due,amod,amounts
and,cc,due
"
",dep,due
owing,advcl,"
"
to,prep,owing
the,det,State
State,pobj,to
with,prep,owing
regard,pobj,with
to,prep,regard
this,det,contract
contract,pobj,to
",",punct,amounts
any,det,contract
other,amod,contract
"
",dep,contract
contract,appos,amounts
with,prep,contract
any,det,department
State,compound,department
department,pobj,with
or,cc,department
agency,conj,department
",",punct,amounts
including,prep,amounts
"
",dep,including
any,det,contract
contract,pobj,including
for,prep,contract
a,det,term
term,pobj,for
commencing,acl,term
prior,advmod,to
to,prep,commencing
the,det,term
term,pobj,to
of,prep,term
"
",dep,of
this,det,contract
contract,pobj,of
",",punct,contract
plus,cc,contract
any,det,amounts
amounts,conj,contract
due,amod,amounts
and,cc,due
owing,conj,due
to,prep,owing
the,det,State
State,pobj,to
"
",dep,amounts
for,prep,amounts
any,det,reason
other,amod,reason
reason,pobj,for
including,prep,reason
",",punct,including
without,prep,including
limitation,pobj,without
",",punct,including
tax,compound,delinquencies
"
",dep,delinquencies
delinquencies,pobj,including
",",punct,delinquencies
fee,compound,delinquencies
delinquencies,conj,delinquencies
or,cc,delinquencies
monetary,amod,penalties
penalties,conj,delinquencies
"
",dep,penalties
relative,amod,penalties
thereto,advmod,relative
.,punct,include
The,det,State
State,nsubj,exercise
shall,aux,exercise
exercise,ROOT,exercise
its,poss,rights
set,amod,rights
-,punct,set
off,prt,set
rights,dobj,exercise
in,prep,exercise
"
",dep,in
accordance,pobj,in
with,prep,accordance
normal,amod,practices
State,compound,practices
practices,pobj,with
including,prep,practices
",",punct,including
in,prep,including
cases,pobj,in
"
",dep,including
of,prep,including
set,dep,including
-,punct,set
off,prt,set
pursuant,amod,set
to,prep,pursuant
an,det,audit
audit,pobj,to
",",punct,including
the,det,finalization
finalization,pobj,including
of,prep,finalization
such,amod,audit
audit,pobj,of
"
",dep,finalization
by,prep,finalization
the,det,agency
State,compound,agency
agency,pobj,by
",",punct,agency
its,poss,representatives
representatives,conj,agency
",",punct,representatives
or,cc,representatives
the,det,Comptroller
State,compound,Comptroller
"
",dep,Comptroller
Comptroller,conj,representatives
.,punct,exercise
"

",dep,RECORDS
10,meta,RECORDS
.,punct,10
RECORDS,ROOT,RECORDS
.,punct,RECORDS
The,det,Contractor
Contractor,nsubj,establish
shall,aux,establish
establish,ROOT,establish
and,cc,establish
"
",dep,establish
maintain,conj,establish
complete,amod,books
and,cc,complete
accurate,conj,complete
books,dobj,maintain
",",punct,books
records,conj,books
",",punct,records
"
",dep,documents
documents,conj,records
",",punct,documents
accounts,conj,documents
and,cc,accounts
other,amod,evidence
evidence,conj,accounts
directly,advmod,pertinent
pertinent,amod,evidence
"
",dep,pertinent
to,prep,pertinent
performance,pobj,to
under,prep,performance
this,det,contract
contract,pobj,under
(,punct,contract
hereinafter,advmod,Records
",",punct,Records
"
",dep,Records
collectively,advmod,Records
",",punct,Records
the,det,Records
"""",punct,Records
Records,conj,books
"""",punct,Records
),punct,books
.,punct,establish
The,det,Records
Records,nsubjpass,kept
must,aux,kept
be,auxpass,kept
kept,ROOT,kept
for,prep,kept
"
",dep,for
the,det,balance
balance,pobj,for
of,prep,balance
the,det,year
calendar,compound,year
year,pobj,of
in,prep,made
which,pobj,in
they,nsubjpass,made
were,auxpass,made
made,relcl,year
"
",dep,for
and,cc,for
for,conj,for
six,nummod,years
(,punct,years
6,nummod,years
),punct,years
additional,amod,years
years,pobj,for
thereafter,advmod,for
.,punct,kept
The,det,Comptroller
State,compound,Comptroller
"
",dep,Comptroller
Comptroller,nsubj,have
",",punct,Comptroller
the,det,General
Attorney,compound,General
General,conj,Comptroller
and,cc,General
any,det,person
other,amod,person
person,conj,General
or,cc,person
"
",dep,person
entity,conj,person
authorized,acl,person
to,aux,conduct
conduct,xcomp,authorized
an,det,examination
examination,dobj,conduct
",",punct,person
as,advmod,as
well,advmod,as
as,cc,person
the,det,agency
"
",dep,agency
agency,conj,person
or,cc,agency
agencies,conj,agency
involved,acl,agency
in,prep,involved
this,det,contract
contract,pobj,in
",",punct,person
shall,aux,have
have,ROOT,have
"
",dep,have
access,dobj,have
to,prep,access
the,det,Records
Records,pobj,to
during,prep,have
normal,amod,hours
business,compound,hours
hours,pobj,during
at,prep,have
an,det,office
"
",dep,office
office,pobj,at
of,prep,office
the,det,Contractor
Contractor,pobj,of
within,prep,office
the,det,State
State,pobj,within
of,prep,State
New,compound,York
York,pobj,of
or,cc,have
",",punct,have
if,mark,is
"
",dep,office
no,det,office
such,amod,office
office,nsubj,is
is,conj,have
available,acomp,is
",",punct,is
at,conj,is
a,det,venue
mutually,advmod,agreeable
agreeable,amod,venue
and,cc,agreeable
"
",dep,reasonable
reasonable,conj,agreeable
venue,pobj,at
within,prep,venue
the,det,State
State,pobj,within
",",punct,have
for,prep,have
the,det,term
term,pobj,for
specified,acl,term
"
",dep,for
above,advmod,for
for,prep,have
the,det,purposes
purposes,pobj,for
of,prep,purposes
inspection,pobj,of
",",punct,inspection
auditing,conj,inspection
and,cc,auditing
copying,conj,auditing
.,punct,have
"
",dep,take
The,det,State
State,nsubj,take
shall,aux,take
take,ROOT,take
reasonable,amod,steps
steps,dobj,take
to,aux,protect
protect,relcl,steps
from,prep,protect
public,amod,disclosure
"
",dep,public
disclosure,pobj,from
any,dobj,protect
of,prep,any
the,det,Records
Records,pobj,of
which,nsubj,are
are,relcl,any
exempt,acomp,are
from,prep,exempt
"
",dep,from
disclosure,pobj,from
under,prep,are
Section,pobj,under
87,nummod,Section
of,prep,Section
the,det,Law
Public,compound,Officers
Officers,compound,Law
Law,pobj,of
(,punct,Law
the,det,Statute
"
",dep,Statute
"""",punct,Statute
Statute,appos,Law
"""",punct,Law
),punct,Section
provided,prep,take
that,mark,inform
:,punct,inform
(,punct,i
i,meta,inform
),punct,i
the,det,Contractor
Contractor,nsubj,inform
shall,aux,inform
timely,advmod,"
"
"
",dep,inform
inform,pcomp,provided
an,det,official
appropriate,amod,official
State,compound,official
official,dobj,inform
",",punct,inform
in,prep,inform
writing,pobj,in
",",punct,inform
that,mark,disclosed
said,amod,records
"
",dep,records
records,nsubjpass,disclosed
should,aux,disclosed
not,neg,disclosed
be,auxpass,disclosed
disclosed,ccomp,inform
;,punct,inform
and,cc,inform
(,punct,ii
ii,meta,identified
),punct,ii
said,amod,records
records,nsubjpass,identified
shall,aux,identified
"
",dep,identified
be,auxpass,identified
sufficiently,advmod,identified
identified,conj,inform
;,punct,identified
and,cc,identified
(,punct,iii
iii,meta,designation
),punct,iii
designation,nsubj,is
of,prep,designation
said,amod,records
"
",dep,records
records,pobj,of
as,prep,designation
exempt,amod,as
under,prep,exempt
the,det,Statute
Statute,pobj,under
is,conj,identified
reasonable,acomp,is
.,punct,take
"
",dep,diminish
Nothing,nsubj,diminish
contained,acl,Nothing
herein,advmod,contained
shall,aux,diminish
diminish,ROOT,diminish
",",punct,diminish
or,cc,diminish
in,prep,affect
any,det,way
