token,dep,head
candidate,pobj,by
to,aux,update
update,advcl,receiving
the,det,database
database,dobj,update
of,prep,database
benchmark,amod,"
"
"
",dep,scores
scores,pobj,of
.,punct,include
"

",dep,"

"
[,ROOT,[
0032,ROOT,0032
],ROOT,]
Itis,ROOT,Itis
usa,dep,Itis
feature,attr,Itis
of,prep,feature
at,advmod,least
least,advmod,one
one,nummod,embodiment
embodiment,pobj,of
of,prep,embodiment
the,det,"
"
"
",dep,of
invention,pobj,of
to,aux,provide
provide,xcomp,Itis
a,det,base
broad,amod,base
base,dobj,provide
of,prep,base
empirical,amod,information
information,pobj,of
"
",dep,base
both,dep,reflecting
reflecting,acl,base
the,det,pool
applicant,compound,pool
pool,dobj,reflecting
and,cc,pool
the,det,pool
successful,amod,pool
appli-,nmod,pool
"
",dep,pool
ca,compound,pool
nt,compound,pool
pool,conj,pool
for,prep,pool
benchmarking,pcomp,for
the,det,process
evaluation,compound,process
process,dobj,benchmarking
"

",dep,Itis
[,dep,apply
0033,dep,apply
],dep,apply
These,det,objects
particular,amod,objects
objects,nsubj,apply
and,cc,objects
advantages,nsubj,apply
may,aux,apply
apply,ROOT,apply
"
",dep,apply
to,prep,apply
only,advmod,embodiments
some,det,embodiments
embodiments,pobj,to
falling,acl,embodiments
within,prep,falling
the,det,claims
claims,pobj,within
and,cc,apply
thus,advmod,define
"
",dep,define
do,aux,define
not,neg,define
define,conj,apply
the,det,scope
scope,dobj,define
of,prep,scope
the,det,invention
invention,pobj,of
.,punct,apply
"

",dep,DESCRIPTION
BRIEF,amod,DESCRIPTION
DESCRIPTION,ROOT,DESCRIPTION
OF,prep,DESCRIPTION
THE,det,DRAWINGS
DRAWINGS,pobj,OF
"

",dep,DESCRIPTION
[,nmod,diagram
0034,nmod,diagram
],nmod,diagram
FIG,nmod,diagram
.,nmod,diagram
11s,nummod,.
a,det,diagram
simplified,amod,diagram
block,compound,diagram
diagram,ROOT,diagram
of,prep,diagram
an,det,system
interview,compound,system
"
",dep,system
system,pobj,of
providing,acl,system
for,prep,providing
a,det,system
central,amod,system
evaluation,compound,system
system,pobj,for
linked,acl,system
to,prep,linked
"
",dep,to
multiple,amod,systems
remote,amod,training
training,compound,systems
systems,pobj,to
;,punct,diagram
"

",dep,diagram
[,dep,is
0035,dep,is
],dep,is
FIG,nsubj,is
.,nsubj,is
2,nummod,.
is,ccomp,is
a,det,diagram
functional,amod,diagram
block,compound,diagram
diagram,attr,is
of,prep,diagram
the,det,system
evalu-,amod,"
"
"
",dep,system
ation,compound,system
system,pobj,of
also,advmod,supporting
supporting,acl,system
the,det,systems
remote,amod,training
training,compound,systems
systems,dobj,supporting
;,punct,is
"

",dep,flowchart
[,nmod,flowchart
0036,nmod,flowchart
],nmod,flowchart
FIG,compound,flowchart
.,nmod,flowchart
31s,nummod,.
a,det,flowchart
flowchart,attr,is
of,prep,flowchart
the,det,processes
processes,pobj,of
executed,acl,processes
by,agent,executed
"
",dep,by
the,det,system
interview,compound,system
system,pobj,by
of,prep,system
FIG,pobj,of
.,pobj,of
1,nummod,.
in,prep,executed
conducting,pcomp,in
interviews,dobj,conducting
;,punct,is
"

",dep,is
[,dep,41s
0037,nmod,41s
],dep,41s
FIG,compound,.
.,compound,41s
41s,dep,is
an,det,screenshot
example,compound,screenshot
screenshot,attr,is
showing,acl,screenshot
a,det,report
report,dobj,showing
"
",dep,report
prepared,acl,report
by,agent,prepared
the,det,system
interview,compound,system
system,pobj,by
for,prep,prepared
an,det,evaluator
evaluator,pobj,for
providing,acl,evaluator
"
",dep,providing
benchmarks,dobj,providing
based,acl,benchmarks
on,prep,based
an,det,occupation
input,amod,occupation
occupation,pobj,on
;,punct,is
"

",dep,51s
[,dep,51s
0038,dep,51s
],dep,51s
FIG,compound,.
.,nsubj,51s
51s,dep,is
an,det,screenshot
example,nmod,screenshot
",",punct,screenshot
fragmentary,amod,screenshot
",",punct,screenshot
screenshot,attr,is
of,prep,screenshot
an,det,window
"
",dep,window
occupational,amod,window
selection,compound,window
window,pobj,of
of,prep,window
FIG,compound,.
.,pobj,of
4,nummod,.
;,punct,is
"

",dep,is
[,dep,is
0039,dep,is
],dep,is
FIG,compound,.
.,nsubj,is
6,nummod,.
is,ROOT,is
a,det,screenshot
screenshot,attr,is
of,prep,screenshot
a,det,system
remote,amod,system
training,compound,system
system,pobj,of
"
",dep,system
allowing,acl,system
for,prep,allowing
the,det,entry
entry,pobj,for
of,prep,entry
biographical,amod,data
data,pobj,of
and,cc,data
permissions,conj,data
"
",dep,system
and,cc,system
a,det,occupation
desired,amod,occupation
occupation,conj,system
;,punct,is
"

",dep,71s
[,dep,71s
0040,dep,71s
],dep,71s
FIG,compound,.
.,nsubj,71s
71s,dep,is
a,det,screenshot
second,amod,screenshot
screenshot,attr,is
of,prep,screenshot
the,det,system
remote,amod,training
training,compound,system
"
",dep,system
system,pobj,of
similar,amod,system
to,prep,similar
FIG,pobj,to
.,pobj,to
6,nummod,.
providing,acl,screenshot
an,det,question
example,compound,question
question,dobj,providing
for,prep,question
"
",dep,for
a,det,interview
practice,compound,interview
interview,pobj,for
;,punct,is
and,cc,is
"

",dep,81s
[,dep,81s
0041,nmod,81s
],dep,81s
FIG,dep,81s
.,nsubj,81s
81s,conj,is
a,det,figure
figure,dobj,81s
similar,amod,figure
to,prep,similar
FIGS,pobj,to
.,pobj,to
6,nummod,.
and,cc,.
7,conj,.
showing,acl,figure
"
",dep,showing
an,det,screen
output,compound,screen
training,compound,screen
screen,dobj,showing
presented,acl,screen
to,prep,presented
the,det,interview
interview,pobj,to
candi-,appos,screen
"
",dep,screen
date,appos,screen
for,prep,screen
constructive,amod,feedback
feedback,pobj,for
and,cc,feedback
training,conj,feedback
.,punct,is
"


",dep,"


"
#,punct,"


"
#,ROOT,#
20230325777_page_9,ROOT,20230325777_page_9
"
",dep,Al
US,appos,"
"
2023/0325777,nummod,US
Al,dep,DETAILED
"

",dep,Al
DETAILED,amod,DESCRIPTION
DESCRIPTION,ROOT,DESCRIPTION
OF,prep,DESCRIPTION
THE,det,EMBODIMENT
"
",dep,EMBODIMENT
PREFERRED,amod,EMBODIMENT
EMBODIMENT,pobj,OF
"

",dep,DESCRIPTION
I.,punct,DESCRIPTION
Evaluating,acl,I.
Employment,compound,Candidates
Candidates,dobj,Evaluating
"

",dep,DESCRIPTION
[,dep,provide
0042,dep,provide
],dep,provide
Referring,advcl,provide
now,advmod,Referring
to,prep,Referring
FIG,pobj,to
.,pobj,to
1,nummod,.
",",punct,provide
an,det,apparatus
apparatus,nsubj,provide
for,prep,apparatus
evalu-,pcomp,for
"
",dep,for
ating,pcomp,for
employment,compound,candidates
candidates,dobj,ating
10,punct,provide
may,aux,provide
in,prep,provide
one,nummod,embodiment
embodiment,pobj,in
"
",dep,provide
provide,ROOT,provide
for,prep,provide
a,det,computer
central,amod,computer
evaluation,compound,computer
computer,pobj,for
12,nummod,computer
communicating,acl,computer
"
",dep,communicating
via,prep,communicating
a,det,interface
user,compound,interface
interface,pobj,via
14,nummod,interface
with,prep,communicating
an,det,evaluator
evaluator,pobj,with
16,nummod,evaluator
for,prep,evaluator
evaluating,pcomp,for
"
",dep,candidates
employee,compound,candidates
candidates,dobj,evaluating
.,punct,provide
"

",dep,provide
[,dep,provide
0043,dep,provide
],dep,provide
The,det,interface
user,compound,interface
interface,nsubj,provide
14,nummod,interface
",",punct,provide
for,prep,provide
example,pobj,for
",",punct,provide
may,aux,provide
provide,ROOT,provide
for,prep,provide
"
",dep,for
a,compound,monitor
graphics,compound,computer
computer,compound,monitor
monitor,pobj,for
",",punct,monitor
keyboard,conj,monitor
",",punct,keyboard
mouse,conj,keyboard
",",punct,mouse
or,cc,mouse
the,det,like
like,conj,mouse
",",punct,provide
"
",dep,provide
and,cc,provide
the,det,computer
central,amod,computer
evaluation,compound,computer
computer,nsubj,comprise
12,nummod,computer
may,aux,comprise
comprise,conj,provide
one,nummod,more
or,cc,one
"
",dep,one
more,dobj,comprise
electronic,amod,processors
processors,dobj,comprise
17,nummod,processors
communicating,acl,processors
with,prep,communicating
elec-,nmod,memory
"
",dep,memory
tronic,compound,memory
memory,pobj,with
18,nummod,memory
",",punct,comprise
the,det,latter
latter,nsubj,holding
holding,advcl,comprise
a,det,program
stored,amod,program
program,dobj,holding
and,cc,program
"
",dep,files
data,compound,files
files,conj,program
20,dobj,holding
as,mark,described
will,aux,described
be,auxpass,described
described,advcl,holding
below,advmod,described
.,punct,comprise
"

",dep,communicate
[,dep,communicate
0044,dep,communicate
],dep,communicate
‘,punct,communicate
The,det,computer
central,amod,computer
evaluation,compound,computer
computer,nsubj,communicate
12,nummod,computer
may,aux,communicate
in,prep,"
"
turn,pobj,in
"
",dep,communicate
communicate,ROOT,communicate
with,prep,communicate
various,amod,devices
additional,amod,devices
input,compound,devices
devices,pobj,with
21,nummod,devices
",",punct,devices
for,prep,camera
"
",dep,for
example,pobj,for
",",punct,camera
a,det,camera
camera,appos,devices
",",punct,camera
a,det,microphone
microphone,conj,camera
",",punct,microphone
a,det,keyboard
keyboard,conj,microphone
",",punct,keyboard
and,cc,keyboard
a,det,display
sepa-,punct,"
"
"
",dep,display
rate,nmod,display
graphic,amod,display
display,conj,keyboard
to,aux,used
be,auxpass,used
used,relcl,display
by,agent,used
an,det,candidate
interview,compound,candidate
candidate,pobj,by
23,punct,communicate
"
",dep,communicate
for,prep,communicate
conducting,pcomp,for
a,det,interview
contemporaneous,amod,interview
local,amod,interview
or,cc,local
remote,conj,local
interview,dobj,conducting
"
",dep,conducting
and,cc,conducting
recording,conj,conducting
the,det,same
same,dobj,recording
.,punct,communicate
For,prep,"
"
remote,amod,"
"
and,cc,remote
possibly,advmod,remote
asynchro-,case,remote
"
",dep,nous
nous,amod,interviews
interviews,pobj,For
",",punct,"
"
the,det,computer
evaluation,compound,computer
computer,nsubj,"
"
12,nummod,computer
may,aux,"
"
commu-,dep,"
"
"
",dep,nicate
nicate,ROOT,nicate
over,prep,nicate
the,det,Internet
Internet,pobj,over
22,nummod,Internet
",",punct,Internet
cellular,amod,network
network,conj,Internet
",",punct,network
or,cc,network
the,det,like
like,conj,network
",",punct,nicate
with,prep,nicate
"
",dep,ohe
ohe,pobj,with
or,cc,ohe
more,conj,ohe
remote,amod,devices
training,compound,devices
devices,appos,ohe
26a,nummod,devices
and,cc,26a
266,conj,26a
",",punct,devices
for,prep,devices
"
",dep,for
example,pobj,for
",",punct,for
in,prep,devices
the,det,form
form,pobj,in
of,prep,form
multifunction,amod,telephones
cellular,amod,telephones
telephones,pobj,of
in,prep,telephones
"
",dep,in
the,det,possession
possession,pobj,in
of,prep,possession
other,amod,candidates
interview,compound,candidates
candidates,pobj,of
23,nummod,ohe
.,punct,nicate
In,prep,provide
that,det,"
"
"
",dep,In
capacity,pobj,In
",",punct,provide
the,det,devices
remote,amod,devices
training,compound,devices
devices,nsubj,provide
26,nummod,devices
may,aux,provide
also,advmod,provide
provide,ROOT,provide
for,prep,provide
"
",dep,processors
one,nummod,processors
or,cc,one
more,conj,one
processors,pobj,for
30,nummod,processors
communicating,acl,processors
with,prep,communicating
an,det,elec-
elec-,poss,memory
"
",dep,elec-
tronic,compound,memory
memory,pobj,with
32,nummod,memory
holding,acl,memory
a,det,program
stored,amod,program
program,dobj,holding
and,cc,program
data,compound,files
files,conj,program
20,nummod,program
',case,program
"
",dep,provide
operating,advcl,provide
in,prep,operating
conjunction,pobj,in
with,prep,conjunction
stored,amod,program
program,nmod,"
"
and,cc,program
data,compound,files
files,conj,program
"
",dep,with
20,pobj,with
as,mark,described
will,aux,described
be,auxpass,described
described,advcl,operating
below,advmod,described
.,punct,provide
The,det,devices
remote,amod,devices
training,compound,devices
devices,nsubj,provide
"
",dep,devices
26,nummod,devices
may,aux,provide
also,advmod,provide
provide,ROOT,provide
microphones,dobj,provide
",",punct,microphones
keyboards,conj,microphones
",",punct,keyboards
and,cc,keyboards
video,compound,cameras
"
",dep,cameras
cameras,conj,keyboards
for,prep,microphones
recording,pcomp,for
practice,dobj,recording
or,cc,practice
actual,amod,interviews
interviews,conj,practice
as,mark,"
"
will,aux,"
"
be,auxpass,"
"
"
",dep,provide
discussed,advcl,"
"
in,prep,discussed
more,amod,detail
detail,pobj,in
below,advmod,discussed
",",punct,provide
and,cc,provide
a,det,screen
touch,compound,screen
screen,conj,provide
for,prep,screen
"
",dep,for
displaying,pcomp,for
questions,dobj,displaying
and,cc,displaying
recetving,conj,displaying
answers,dobj,recetving
.,punct,provide
"

",dep,executed
[,dep,executed
0045,dep,executed
],dep,executed
Referring,advcl,executed
now,advmod,Referring
to,prep,Referring
FIGS,pobj,to
.,appos,FIGS
2,nummod,.
",",punct,.
3,nummod,.
",",punct,.
and,cc,.
5,nummod,.
",",punct,executed
the,det,programs
programs,nsubjpass,executed
"
",dep,programs
and,cc,programs
data,compound,files
files,conj,programs
20,nummod,files
",",punct,files
20,nummod,files
',punct,files
may,aux,executed
be,auxpass,executed
executed,ROOT,executed
to,aux,display
display,advcl,executed
an,det,menu
"
",dep,menu
occupation,compound,menu
menu,dobj,display
42,nummod,menu
to,prep,display
the,det,evaluator
evaluator,pobj,to
16,nummod,evaluator
to,aux,identify
identify,advcl,display
the,det,opportunity
"
",dep,opportunity
relevant,amod,opportunity
employment,compound,opportunity
opportunity,dobj,identify
as,mark,indicated
indicated,advcl,identify
by,agent,indicated
process,compound,"
"
"
",dep,block
block,pobj,by
40,nummod,block
of,prep,block
FIG,compound,.
.,pobj,of
3,nummod,.
.,punct,executed
As,mark,shown
shown,advcl,provide
in,prep,shown
FIG,pobj,in
.,pobj,in
5,nummod,.
",",punct,provide
in,prep,provide
one,nummod,embodiment
embodiment,pobj,in
",",punct,provide
"
",dep,provide
the,det,menu
menu,nsubj,provide
42,nummod,menu
may,aux,provide
provide,ROOT,provide
a,det,organization
hierarchical,amod,organization
organization,dobj,provide
having,acl,organization
"
",dep,having
both,det,categories
occupation,compound,categories
categories,dobj,having
(,punct,categories
such,amod,as
as,prep,categories
nurse,pobj,as
),punct,categories
and,cc,categories
occupation,compound,subcategories
"
",dep,occupation
subcategories,conj,categories
indicating,acl,subcategories
types,dobj,indicating
of,prep,types
nurses,pobj,of
(,punct,types
such,amod,as
as,prep,types
acute,amod,care
care,compound,"
"
"
",dep,nurses
nurses,pobj,as
",",punct,nurses
nurse,compound,anesthesiologists
anesthesiologists,conj,nurses
",",punct,anesthesiologists
nurse,compound,midwives
midwives,conj,anesthesiologists
",",punct,midwives
etc,conj,midwives
.,punct,midwives
),punct,types
allow-,cc,categories
"
",dep,categories
ing,conj,categories
the,det,evaluator
evaluator,nsubj,select
16,nummod,evaluator
to,aux,select
select,ccomp,ing
a,det,category
category,dobj,select
and,cc,category
subcategory,conj,category
for,prep,select
"
",dep,description
precise,amod,description
description,pobj,for
of,prep,description
a,det,occupation
target,compound,occupation
occupation,pobj,of
.,punct,provide
A,det,feature
standard,amod,feature
text,compound,search
"
",dep,search
search,compound,feature
feature,nsubjpass,provided
may,aux,provided
also,advmod,provided
be,auxpass,provided
provided,ROOT,provided
for,prep,provided
particular,amod,categories
categories,pobj,for
"
",dep,categories
and,cc,categories
subcategories,conj,categories
.,punct,provided
"

",dep,pations
[,nmod,pations
0046,nmod,pations
],nmod,pations
Referring,advcl,pations
specifically,advmod,Referring
to,prep,Referring
FIG,pobj,to
.,pobj,to
2,nummod,.
",",punct,pations
the,det,pations
potential,amod,pations
occu-,punct,"
"
"
",dep,pations
pations,ROOT,pations
populating,acl,pations
the,det,menu
occupation,compound,menu
menu,dobj,populating
42,nummod,menu
may,aux,con-
be,auxpass,con-
con-,dep,"
"
"
",dep,"
"
tained,ROOT,tained
in,prep,tained
an,det,database
occupation,compound,database
database,pobj,in
44,nummod,database
exposed,acl,database
to,prep,exposed
the,det,devices
devices,pobj,to
"
",dep,exposed
per,prep,exposed
communication,compound,path
path,pobj,per
47,nummod,path
and,cc,exposed
receiving,conj,exposed
a,det,selection
selection,dobj,receiving
of,prep,selection
a,det,occupation
"
",dep,occupation
particular,amod,occupation
occupation,pobj,of
per,prep,occupation
communication,compound,path
path,pobj,per
48,nummod,path
(,punct,occupation
indicated,acl,occupation
"
",dep,receiving
by,prep,receiving
process,compound,block
block,pobj,by
46,nummod,block
of,prep,block
FIG,pobj,of
.,pobj,of
3,nummod,.
),punct,receiving
.,punct,tained
This,det,occupation
particular,amod,occupation
occupation,nsubj,provide
"
",dep,provide
can,aux,provide
provide,ROOT,provide
an,det,index
index,dobj,provide
through,prep,provide
the,det,database
database,pobj,through
44,nummod,database
for,prep,provide
matching,pcomp,for
"
",dep,data
benchmark,compound,data
data,dobj,matching
as,mark,described
will,aux,described
be,auxpass,described
described,advcl,matching
.,punct,provide
The,det,matching
matching,nsubj,be
may,aux,be
be,ROOT,be
"
",dep,be
either,preconj,at
at,prep,be
the,det,level
category,compound,level
level,pobj,at
(,punct,level
e.g.,appos,level
",",punct,e.g.
nurse,appos,e.g.
),punct,e.g.
or,cc,level
at,conj,level
the,det,level
subcategory,nmod,level
"
",dep,level
level,pobj,at
(,punct,level
e.g.,advmod,nurse
",",punct,nurse
acute,amod,care
care,compound,nurse
nurse,appos,level
),punct,at
.,punct,be
"

",dep,be
[,dep,output
0047,dep,output
],dep,output
As,mark,indicated
indicated,advcl,output
by,agent,indicated
process,compound,block
block,pobj,by
50,nummod,block
of,prep,block
FIG,pobj,of
.,pobj,of
3,nummod,.
and,cc,by
via,conj,by
"
",dep,via
the,det,channel
communication,compound,channel
channel,pobj,via
53,nummod,channel
of,prep,channel
FIG,pobj,of
.,pobj,of
2,nummod,.
",",punct,output
a,det,set
set,nsubjpass,output
of,prep,set
standard,amod,questions
"
",dep,questions
interview,compound,questions
questions,pobj,of
55,nummod,questions
may,aux,output
then,advmod,output
be,auxpass,output
output,ROOT,output
as,prep,output
prompts,pobj,as
for,prep,prompts
the,det,collection
"
",dep,collection
collection,pobj,for
of,prep,collection
interview,compound,data
data,pobj,of
.,punct,output
This,det,outputting
outputting,nsubj,be
",",punct,be
for,prep,be
example,pobj,for
",",punct,be
"
",dep,be
may,aux,be
be,ROOT,be
by,prep,be
means,pobj,by
of,prep,means
user,compound,interface
interface,pobj,of
14,nummod,interface
",",punct,interface
allowing,acl,interface
the,det,evaluator
evaluator,nsubj,ask
"
",dep,evaluator
16,appos,evaluator
to,aux,ask
ask,ccomp,allowing
questions,dobj,ask
directly,advmod,ask
to,prep,ask
the,det,candidate
interview,compound,candidate
candidate,pobj,to
23,nummod,candidate
",",punct,interface
or,cc,be
"

",dep,be
Oct.,npadvmod,be
12,nummod,Oct.
",",punct,Oct.
2023,nummod,Oct.
"

",dep,be
may,aux,be
be,conj,be
in,prep,be
written,amod,form
form,pobj,in
either,preconj,presented
presented,acl,form
to,prep,presented
the,det,candidate
interview,compound,candidate
"
",dep,candidate
candidate,pobj,to
23,nummod,candidate
during,prep,presented
an,det,process
interview,compound,process
process,pobj,during
from,prep,presented
a,det,screen
display,compound,screen
"
",dep,screen
screen,pobj,from
associated,acl,screen
with,prep,associated
input,compound,devices
devices,pobj,with
21,nummod,devices
of,prep,devices
the,det,computer
computer,pobj,of
12,nummod,computer
"
",dep,presented
(,punct,shown
not,neg,shown
shown,dep,presented
),punct,shown
or,cc,presented
by,conj,presented
the,det,screens
display,compound,screens
screens,pobj,by
on,prep,screens
devices,pobj,on
26,nummod,devices
.,punct,be
The,det,keyed
"
",dep,keyed
questions,nsubjpass,keyed
53,nummod,questions
may,aux,keyed
be,auxpass,keyed
keyed,ROOT,keyed
to,prep,keyed
the,det,"
"
particular,amod,"
"
selected,amod,"
"
occu-,compound,"
"
"
",dep,to
pation,pobj,to
by,prep,keyed
entry,pobj,by
in,prep,entry
the,det,database
database,pobj,in
44,nummod,database
indexed,acl,database
to,prep,indexed
that,det,occupation
particular,amod,"
"
"
",dep,occupation
occupation,pobj,to
",",punct,keyed
or,cc,keyed
may,aux,be
be,conj,keyed
common,amod,questions
questions,attr,be
across,prep,be
all,det,"
"
occu-,compound,"
"
"
",dep,across
pations,pobj,across
.,punct,keyed
"
",dep,collected
[,dep,collected
0048,dep,collected
],dep,collected
Responses,nsubjpass,collected
by,agent,Responses
the,det,candidate
interview,compound,candidate
candidate,pobj,by
23,nummod,candidate
to,prep,Responses
the,det,questions
"
",dep,questions
questions,pobj,to
35,nummod,questions
are,auxpass,collected
collected,ROOT,collected
",",punct,collected
as,mark,indicated
indicated,advcl,collected
by,agent,indicated
process,compound,block
block,pobj,by
52,nummod,block
"
",dep,block
of,prep,block
FIG,pobj,of
.,pobj,of
3,nummod,.
and,cc,block
arrow,conj,block
91,nummod,arrow
of,prep,arrow
FIG,compound,.
.,pobj,of
2,nummod,.
",",punct,collected
and,cc,collected
stored,conj,collected
in,prep,stored
a,det,file
data,compound,file
file,pobj,in
"
",dep,file
56,nummod,file
linked,acl,file
to,prep,linked
the,det,occupation
selected,amod,occupation
occupation,pobj,to
59,nummod,occupation
and,cc,occupation
the,det,candidate
particular,amod,candidate
"
",dep,candidate
interview,compound,candidate
candidate,conj,occupation
23,nummod,candidate
.,punct,collected
The,det,file
data,compound,file
file,nsubj,include
356,nummod,file
will,aux,include
generally,advmod,include
"
",dep,include
include,ROOT,include
all,det,information
relevant,amod,information
interview,compound,information
information,dobj,include
including,prep,information
bio-,amod,data
"
",dep,data
oraphical,amod,data
data,pobj,including
",",punct,data
for,prep,data
example,pobj,for
",",punct,data
educational,amod,background
background,conj,data
",",punct,background
grade,compound,point
"
",dep,point
point,compound,average
average,conj,background
",",punct,average
test,compound,scores
scores,conj,average
",",punct,scores
and,cc,scores
years,conj,scores
of,prep,years
experience,pobj,of
and,cc,experience
the,det,"
"
"
",dep,experience
like,conj,experience
",",punct,years
as,advmod,as
well,advmod,as
as,cc,information
responses,conj,information
to,prep,responses
more,advmod,generalized
generalized,amod,questions
questions,pobj,to
",",punct,questions
for,prep,questions
"
",dep,for
example,pobj,for
",",punct,questions
relating,acl,questions
to,prep,relating
hypothetical,amod,situations
situations,pobj,to
",",punct,situations
candidate,compound,expe-
expe-,compound,riences
"
",dep,expe-
riences,conj,situations
",",punct,riences
attitudes,conj,riences
",",punct,attitudes
and,cc,attitudes
the,det,like
like,conj,attitudes
.,punct,include
These,det,questions
generalized,amod,questions
questions,nsubjpass,designed
"
",dep,designed
are,auxpass,designed
designed,ROOT,designed
to,aux,expose
expose,xcomp,designed
both,det,traits
personality,compound,traits
traits,dobj,expose
of,prep,traits
the,det,candi-
candi-,dep,traits
"
",dep,traits
date,appos,traits
and,cc,traits
competencies,conj,traits
.,punct,designed
The,det,information
biographical,amod,information
information,nsubjpass,obtained
can,aux,obtained
be,auxpass,obtained
"
",dep,obtained
obtained,ROOT,obtained
through,prep,obtained
questions,pobj,through
55,nummod,questions
or,cc,obtained
entered,conj,obtained
directly,advmod,entered
by,prep,entered
the,det,candidate
"
",dep,candidate
interview,compound,candidate
candidate,pobj,by
23,nummod,candidate
or,cc,by
by,conj,by
the,det,evaluator
evaluator,pobj,by
16,nummod,evaluator
directly,advmod,in
in,prep,by
the,det,"
"
"
",dep,form
form,pobj,in
without,prep,entered
extensive,amod,processing
text,compound,processing
processing,pobj,without
.,punct,obtained
"
",dep,provided
[,dep,provided
0049,dep,provided
],dep,provided
At,prep,provided
process,compound,block
block,pobj,At
58,nummod,block
",",punct,provided
the,det,files
data,compound,files
files,nsubjpass,provided
36,nummod,files
are,auxpass,provided
provided,ROOT,provided
"
",dep,provided
to,prep,provided
a,det,preprocessor
preprocessor,pobj,to
61,nummod,preprocessor
.,punct,provided
The,det,preprocessor
preprocessor,nsubj,perform
61,nummod,preprocessor
may,aux,perform
perform,ROOT,perform
"
",dep,conversion
standard,amod,conversion
speech,nmod,conversion
-,punct,speech
to,prep,speech
-,punct,to
text,pobj,to
conversion,dobj,perform
",",punct,conversion
translation,conj,conversion
",",punct,translation
or,cc,translation
other,amod,steps
"
",dep,steps
preprocessing,compound,steps
steps,conj,translation
like,prep,steps
stemming,pobj,like
and,cc,stemming
lemmatization,conj,stemming
to,aux,"
"
"
",dep,perform
provide,xcomp,perform
a,det,file
common,amod,file
text,compound,file
file,dobj,provide
that,nsubjpass,provided
can,aux,provided
be,auxpass,provided
provided,relcl,file
to,prep,provided
a,det,set
set,pobj,to
of,prep,set
"
",dep,engines
analysis,compound,engines
engines,pobj,of
62,nummod,engines
",",punct,engines
each,nsubj,operate
of,prep,each
which,pobj,of
operate,relcl,engines
on,prep,operate
the,det,files
files,pobj,on
to,aux,"
"
"
",dep,operate
produce,advcl,operate
different,amod,metrics
output,compound,metrics
metrics,dobj,produce
64,nummod,metrics
.,punct,perform
"
",dep,used
[,dep,used
0050,dep,used
],dep,used
A,det,variety
wide,amod,variety
variety,nsubjpass,used
of,prep,variety
analysis,compound,engines
engines,pobj,of
62,nummod,engines
may,aux,used
be,auxpass,used
used,ROOT,used
"
",dep,used
including,prep,used
machine,compound,learning
learning,compound,models
models,pobj,including
",",punct,models
natural,amod,language
language,nmod,models
pro-,amod,models
"
",dep,models
cessing,amod,models
models,conj,models
",",punct,models
neural,amod,networks
networks,conj,models
",",punct,networks
or,cc,networks
the,det,like
like,conj,networks
.,punct,used
Example,nmod,engines
"
",dep,engines
analysis,compound,engines
engines,nsubjpass,described
are,auxpass,described
described,ROOT,described
in,prep,described
U.S.,compound,application
patent,compound,application
application,compound,Ser
Ser,compound,.
.,pobj,in
"
",dep,in
No,pobj,in
.,pobj,in
"16/847,348",nummod,.
filed,acl,.
Apr.,npadvmod,filed
13,nummod,Apr.
",",punct,Apr.
2020,nummod,Apr.
",",punct,filed
entitled,dep,described
:,punct,entitled
“,punct,System
System,oprd,entitled
and,cc,System
"
",dep,Method
Method,conj,System
for,prep,Method
Evaluating,pcomp,for
Employment,compound,Candidates
Candidates,dobj,Evaluating
or,cc,Candidates
Employ-,punct,"
"
"
",dep,Candidates
ees,conj,Candidates
",",punct,described
”,punct,described
assigned,dep,described
to,prep,assigned
the,det,assignee
assignee,pobj,to
of,prep,assignee
the,det,application
present,amod,application
application,pobj,of
and,cc,assigned
"
",dep,incorporated
hereby,advmod,incorporated
incorporated,conj,assigned
by,prep,incorporated
reference,pobj,by
.,punct,described
The,det,"
"
different,amod,"
"
output,compound,"
"
met-,punct,"
"
"
",dep,rics
rics,nsubj,include
produced,acl,rics
by,agent,produced
the,det,engine
analysis,compound,engine
engine,pobj,by
62,nummod,engine
may,aux,include
include,ROOT,include
per-,nmod,sonality
"
",dep,per-
sonality,compound,traits
traits,dobj,include
and,cc,traits
competencies,conj,traits
.,punct,include
"
",dep,include
[,dep,include
0051,dep,include
],dep,include
Example,compound,traits
personality,compound,traits
traits,nsubj,include
include,ROOT,include
those,dobj,include
from,prep,those
the,det,framework
"
",dep,framework
OCEAN,compound,framework
personality,compound,framework
framework,pobj,from
including,prep,include
:,punct,including
"
",dep,Openness
[,nmod,Openness
0052,nmod,Openness
],nmod,Openness
Openness,pobj,including
to,prep,Openness
experience,pobj,to
:,punct,Openness
The,det,degree
degree,appos,Openness
to,dep,is
which,pobj,to
a,det,person
"
",dep,person
person,nsubj,is
is,relcl,degree
open,acomp,is
to,prep,open
new,amod,experiences
experiences,pobj,to
and,cc,experiences
ideas,conj,experiences
.,punct,include
"
",dep,Conscientiousness
[,nmod,Conscientiousness
0053,nmod,Conscientiousness
],nmod,Conscientiousness
Conscientiousness,ROOT,Conscientiousness
:,punct,Conscientiousness
The,det,degree
degree,appos,Conscientiousness
to,prep,is
which,pobj,to
a,det,"
"
per-,nmod,"
"
"
",dep,is
son,nsubj,is
is,relcl,degree
organized,acomp,is
",",punct,organized
reliable,conj,organized
",",punct,reliable
and,cc,reliable
